@relation multiClassDataSet-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0

@attribute POS {V,ADJ,N,ADR,ADV,CONJ,NUM,POSTP,PR,PSUS,SUBR,PREP,PUNC,LATIN,ARAB,UNKNOWN}
@attribute synTag {NE,APP,NCL,AJUCL,PARCL,TAM,NPRT,NPP,VPRT,COMPP,NPOSTMOD,NPREMOD,PUNC,SBJ,NVE,ENC,ADVRB,NADV,ADJADV,PRD,ACL,AVCL,VCL,AJPP,ADVPP,ADVC,NEZ,ADVEZ,PROG,MOS,MOZ,OBJ,OBJ2,VPP,MESU,AJCONJ,PCONJ,NCONJ,VCONJ,AVCONJ,POSDEP,PREDEP,APOSTMOD,APREMOD,ROOT,UNKNOWN}
@attribute semTag {Arg0,Arg1,Arg2,Arg3,Arg4,Arg5,ArgM_COM,ArgM_LOC,ArgM_DIR,ArgM_GOL,ArgM_MNR,ArgM_TMP,ArgM_EXT,ArgM_REC,ArgM_PRP,ArgM_CAU,ArgM_DIS,ArgM_MOD,ArgM_NEG,ArgM_ADV,ArgM_CND,ArgM_INS,null}
@attribute superWsd {هست§n-12706,نفر§n-13075,مسبب§n-13036,جانور§n-12239,جان_دار§n-10393,ساختار§n-12875,جا§n-12733,شيء§n-12703,ماده§n-14032,مشخصه§n-12756,خصوصيت_رواني§n-12725,دوره_زماني§n-12603,اندازه§n-12768,رخداد§n-13136,رابطه§n-13628,گروه§n-12753,خبر§n-12766,null}
@attribute depended {YES,NO}
@attribute class {role,role_action,role_state,role_intent,role_emotion,dynamic_object,dynamic_object_action,dynamic_object_state,static_object,static_object_state,location,time}

@data
N,OBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_CAU,رخداد§n-13136,YES,role_emotion
N,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_emotion
N,NEZ,Arg1,مشخصه§n-12756,YES,role_emotion
N,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,VPP,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_emotion
N,NVE,null,مشخصه§n-12756,NO,role_emotion
N,NVE,null,مشخصه§n-12756,NO,role_emotion
N,NEZ,null,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_CAU,رخداد§n-13136,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,NVE,null,خصوصيت_رواني§n-12725,NO,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
ADJ,AJCONJ,null,null,YES,role_emotion
N,NVE,null,مشخصه§n-12756,NO,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,NEZ,null,رخداد§n-13136,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,VPP,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_MNR,null,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
N,NVE,null,خصوصيت_رواني§n-12725,NO,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,NEZ,null,مشخصه§n-12756,YES,role_emotion
N,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,NO,role_emotion
ADJ,AJCONJ,null,null,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,NEZ,null,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
N,POSDEP,null,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,NVE,null,خصوصيت_رواني§n-12725,NO,role_emotion
N,ADVRB,ArgM_MNR,null,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
ADJ,AJCONJ,null,null,YES,role_emotion
N,OBJ,Arg1,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,NO,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,POSDEP,null,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,VPP,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_emotion
N,ADVRB,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_CAU,رخداد§n-13136,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,NEZ,null,رخداد§n-13136,YES,role_emotion
N,NEZ,Arg1,مشخصه§n-12756,YES,role_emotion
N,OBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,NO,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,OBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,NVE,null,خصوصيت_رواني§n-12725,NO,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,NVE,null,خصوصيت_رواني§n-12725,NO,role_emotion
N,OBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_MNR,null,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,NO,role_emotion
N,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,NVE,null,خصوصيت_رواني§n-12725,NO,role_emotion
N,ADVRB,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,VPP,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,NO,role_emotion
N,NEZ,null,مشخصه§n-12756,YES,role_emotion
N,NEZ,null,مشخصه§n-12756,YES,role_emotion
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
N,NEZ,Arg1,مشخصه§n-12756,YES,role_emotion
N,VPP,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,OBJ,Arg1,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_CAU,رخداد§n-13136,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,VPP,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
N,NVE,null,خصوصيت_رواني§n-12725,NO,role_emotion
N,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_emotion
N,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,AJCONJ,null,null,YES,role_emotion
N,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_emotion
N,NEZ,Arg1,مشخصه§n-12756,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
N,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,OBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,POSDEP,null,مشخصه§n-12756,YES,role_emotion
N,VPP,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
ADJ,AJCONJ,null,null,YES,role_emotion
N,NVE,null,مشخصه§n-12756,NO,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_MNR,null,YES,role_emotion
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_emotion
N,VPP,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
N,NEZ,null,رخداد§n-13136,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
ADJ,AJCONJ,null,null,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_CAU,رخداد§n-13136,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,VPP,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_emotion
N,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,OBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,VPP,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_CAU,رخداد§n-13136,YES,role_emotion
N,NEZ,null,رخداد§n-13136,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,OBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,POSDEP,null,مشخصه§n-12756,YES,role_emotion
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_MNR,null,YES,role_emotion
N,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_emotion
N,MOZ,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جان_دار§n-10393,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,POSDEP,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,NEZ,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,VPP,Arg3,null,YES,dynamic_object
N,VPP,Arg3,null,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
ADJ,AJCONJ,null,مشخصه§n-12756,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
ADJ,POSDEP,null,مشخصه§n-12756,YES,dynamic_object
N,MOZ,null,شيء§n-12703,YES,dynamic_object
N,POSDEP,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جان_دار§n-10393,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
ADJ,AJCONJ,null,مشخصه§n-12756,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
ADJ,AJCONJ,null,مشخصه§n-12756,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg1,null,NO,dynamic_object
N,SBJ,Arg1,null,NO,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,MOZ,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,NPP,null,جان_دار§n-10393,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
ADJ,AJCONJ,null,مشخصه§n-12756,YES,dynamic_object
N,POSDEP,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg1,شيء§n-12703,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,NEZ,Arg1,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,جان_دار§n-10393,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,NEZ,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,MOZ,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,جان_دار§n-10393,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
ARAB,MOZ,null,null,YES,dynamic_object
N,OBJ,Arg1,null,YES,dynamic_object
N,NEZ,Arg1,شيء§n-12703,YES,dynamic_object
N,POSDEP,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,NO,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
PR,POSDEP,null,شيء§n-12703,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,OBJ,Arg1,جانور§n-12239,NO,dynamic_object
ARAB,MOZ,null,null,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,SBJ,Arg1,شيء§n-12703,YES,dynamic_object
ARAB,MOZ,null,null,YES,dynamic_object
N,OBJ,Arg1,جانور§n-12239,NO,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,MOZ,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,VPP,Arg3,null,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,شيء§n-12703,YES,dynamic_object
ADJ,AJCONJ,null,مشخصه§n-12756,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,POSDEP,null,شيء§n-12703,YES,dynamic_object
PR,POSDEP,null,شيء§n-12703,YES,dynamic_object
N,MOZ,null,شيء§n-12703,YES,dynamic_object
ARAB,MOZ,null,null,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,OBJ,Arg1,جانور§n-12239,NO,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
ARAB,MOZ,null,null,YES,dynamic_object
N,NPP,Arg3,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,OBJ,Arg1,جانور§n-12239,NO,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
ADJ,POSDEP,null,مشخصه§n-12756,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,OBJ,Arg1,null,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg1,جان_دار§n-10393,YES,dynamic_object
N,NPP,Arg3,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,OBJ,Arg1,جانور§n-12239,NO,dynamic_object
N,SBJ,Arg1,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,VPP,Arg3,null,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,POSDEP,null,شيء§n-12703,YES,dynamic_object
N,OBJ,Arg1,null,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,جان_دار§n-10393,YES,dynamic_object
N,POSDEP,null,شيء§n-12703,YES,dynamic_object
ADJ,AJCONJ,null,مشخصه§n-12756,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,جان_دار§n-10393,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
PR,POSDEP,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,NEZ,null,شيء§n-12703,YES,dynamic_object
ADJ,POSDEP,null,مشخصه§n-12756,YES,dynamic_object
N,SBJ,Arg0,جان_دار§n-10393,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,VPP,Arg3,null,YES,dynamic_object
N,OBJ,Arg1,جانور§n-12239,YES,dynamic_object
N,OBJ,Arg1,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,NPP,null,جان_دار§n-10393,YES,dynamic_object
N,OBJ,Arg1,null,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,جان_دار§n-10393,YES,dynamic_object
N,VPP,Arg3,null,YES,dynamic_object
ADJ,AJCONJ,null,مشخصه§n-12756,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,POSDEP,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,MOZ,null,شيء§n-12703,YES,dynamic_object
N,NPP,Arg3,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,OBJ,Arg1,جانور§n-12239,NO,dynamic_object
N,SBJ,Arg0,جان_دار§n-10393,YES,dynamic_object
N,NEZ,null,شيء§n-12703,YES,dynamic_object
N,NEZ,Arg1,شيء§n-12703,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,NPP,Arg3,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,NO,dynamic_object
N,SBJ,Arg1,null,NO,dynamic_object
ADJ,AJCONJ,null,مشخصه§n-12756,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,NO,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,POSDEP,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,NO,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,NEZ,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,VPP,Arg3,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,OBJ,Arg1,null,YES,dynamic_object
N,OBJ,Arg1,null,YES,dynamic_object
N,MOZ,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,جان_دار§n-10393,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
N,MOZ,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,شيء§n-12703,YES,dynamic_object
ARAB,MOZ,null,null,YES,dynamic_object
N,POSDEP,null,شيء§n-12703,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,OBJ,Arg1,null,YES,dynamic_object
PR,POSDEP,null,شيء§n-12703,YES,dynamic_object
N,SBJ,Arg0,جان_دار§n-10393,YES,dynamic_object
N,MOZ,null,جانور§n-12239,YES,dynamic_object
N,SBJ,Arg1,null,NO,dynamic_object
N,SBJ,Arg1,null,YES,dynamic_object
N,SBJ,Arg0,جان_دار§n-10393,YES,dynamic_object
V,VCL,null,رخداد§n-13136,NO,dynamic_object_action
V,PREDEP,null,رخداد§n-13136,YES,dynamic_object_action
V,PRD,null,رخداد§n-13136,YES,dynamic_object_action
